user_id,churn_probability
12620,0.40813006845358607
58974,0.9975656672336138
7895,0.7376413390697558
72288,0.7837721878282321
20128,0.8370554433207132
58236,0.0320983776514307
73289,0.998838596015524
16268,0.998821445150468
87831,0.7812433230940293
96543,0.9857235349264589
76617,0.5684874053427104
38867,0.20976567358023823
27303,0.2725612001414454
34441,0.6034687731689606
5752,0.9297416952345909
48814,0.9996460079571722
26653,0.8470590020073706
47625,0.4778654300561791
87967,0.8280324013045103
92007,0.9691182574167125
28275,0.8824499985511557
81933,0.9723089697482687
4830,0.7145009027018516
31599,0.9299727811724238
84848,0.7504670904823759
1508,0.7692420678071015
20987,0.9993745787707188
69089,0.9198190913691514
30254,0.7458728653113157
33015,0.7911542476479253
69285,0.5748562843258752
44716,0.767864925228486
95623,0.9993243002634663
14702,0.5890702273634305
52306,0.05318748097222219
72896,0.9695761506577528
31178,0.049215535764321014
77104,0.9990034157754334
25151,0.9995073386249691
83363,0.9777138293785193
89581,0.9654287246918923
54422,0.6900536817733762
88404,0.9398987307584089
34035,0.9801247562231012
26820,0.9993762285484801
87236,0.9980321803995832
17926,0.9346106922146118
23877,0.7613753234029296
68063,0.30078779884683615
53565,0.025703807452230235
62573,0.16817322838402698
54779,0.8886617338152906
4442,0.5508885037344808
60339,0.11233122426065746
47916,0.043265545102849495
31035,0.6103983008445099
16674,0.5500761125125293
97237,0.05364331458019037
76942,0.1344080247658737
50340,0.22348927274492414
33945,0.9993673141228896
37793,0.8974801739987005
53378,0.5375823014788939
20066,0.8747051916946235
22938,0.8165250735623285
34210,0.6368220975581398
71984,0.9997970161741917
86825,0.7581928487007336
46146,0.6820888467385099
45161,0.2594901942404523
66479,0.047758427321037716
95485,0.9993903225200733
38164,0.11792119274346617
88735,0.7553933515000695
43124,0.6725524038802353
12359,0.8221889231689636
22368,0.6018306464605331
51642,0.8047487936336346
79462,0.6393482636504845
77565,0.9997932083909339
72697,0.9378362589208717
6117,0.95088600040416
20834,0.9939435128299755
76346,0.40538498602535333
72233,0.09536693001427732
40187,0.7239865004197011
74919,0.6041336243906534
28929,0.6768210701580654
24728,0.8782174857845059
7519,0.9592520354688661
58623,0.7771764531894146
95611,0.44106876660482097
15871,0.23612111107707812
77367,0.1756739545988441
25819,0.27279568398391363
10120,0.9995773253607672
48830,0.6173434545010132
76038,0.9984970384322177
56296,0.8050169117024519
68499,0.28734924293965836
58417,0.8980555252203528
66461,0.7394251577579546
46571,0.9373439412240397
17175,0.989668360337897
53012,0.6963156377709417
2452,0.9976720168047063
41180,0.17967397760947487
59731,0.5355055569639354
53793,0.9859077341585722
73242,0.7360338947527131
23977,0.7680100350188062
90560,0.02024224384745471
40285,0.6503924971609228
50715,0.06420679648535131
87943,0.7602460178616407
3436,0.9272467433003317
60773,0.5759647755398574
77057,0.8387833114675556
8536,0.9739881215993089
13119,0.5527040950593609
27002,0.882213278500238
49867,0.5733172192023569
39451,0.45360026870515147
19957,0.9987005186673711
38302,0.9293627183746932
94673,0.9987004581822833
36802,0.6590311014700605
27990,0.9681710312857263
61952,0.9611354719111628
52728,0.8489346831943756
8511,0.7528335875647728
89861,0.9988023679653538
9653,0.7173697788560948
17576,0.9995508121864618
7820,0.049814420321242184
23608,0.7217681333071632
8744,0.8140947865419377
98536,0.727625009925768
50717,0.37051431773123256
96425,0.5639750603484233
59604,0.9994973510817591
70221,0.9751011053207371
96024,0.9981470368865452
26622,0.6863587990442616
42680,0.672499865719227
89950,0.7923119883006904
85958,0.17539658149112758
39617,0.8045806049663219
58930,0.1587711599415588
61431,0.1473887894971824
19982,0.07561200555667454
52887,0.8453517983860572
83978,0.9585711269333249
93139,0.683506826111858
17885,0.8950014064446835
28971,0.7370147279008378
58566,0.9995704912541443
82558,0.5633281681460128
90201,0.6712611575141193
10164,0.8708685514786363
44921,0.9990453445614251
11821,0.9998144915051044
13260,0.9074993652896316
50493,0.999821857552041
28540,0.9981511534648322
66338,0.9270650629078141
30234,0.9973581333240771
86577,0.8831400074092547
66226,0.9145234316832948
68272,0.1140302885662592
21230,0.9984479492484004
9929,0.7037282958772547
47417,0.8995431639578333
22427,0.9737420736702144
17403,0.7867490302626632
55012,0.6994350337622322
56842,0.9990300572978987
41836,0.8076706690768287
45639,0.7526968059852747
45810,0.9850197332633069
56695,0.8016191428824692
60411,0.9301246550846708
54410,0.0903453689387782
43653,0.9145685383409334
91241,0.7808489814730065
27994,0.9992264967514715
97286,0.045553391330919964
2383,0.7908908053210012
21131,0.9991547188729418
6539,0.7821290203547325
84390,0.9996970926642892
76077,0.8983884032864828
40375,0.7404092819172752
90079,0.8639709981831284
19955,0.961955853725397
75935,0.9994367733531461
44017,0.026888399027060066
89661,0.5734844899067856
13661,0.879210077100278
53254,0.7734041408404543
26399,0.6528309334353114
31635,0.24945961709876063
98134,0.9996962834876754
17806,0.4573731274773694
8955,0.6306188234986466
981,0.5760478619447454
37900,0.9993927052063409
89389,0.9390465535244752
38427,0.9865245513526262
24256,0.6834347547142369
62583,0.04673247423840488
21584,0.9979811690146312
68343,0.9854978200635928
29627,0.9986553099283548
84218,0.9992695470511119
4903,0.488987560998926
22114,0.12161769081780015
83600,0.31966309078053146
34751,0.3431776302091697
8465,0.33727397415290855
66184,0.5264242871096789
78949,0.9163870411528432
42996,0.6902274723469872
5466,0.8928897458390254
72593,0.10272672367998018
1717,0.7559215034204874
86763,0.9758330391949982
9215,0.876320514776559
80458,0.03289759496501986
68047,0.8184082650270949
65890,0.9053589601042056
32319,0.9996159574980276
71237,0.9984116445469472
30052,0.2668768787328104
89446,0.4692912579040506
97222,0.12711453318158833
13071,0.9239673931050345
71470,0.08319671544667576
42909,0.9069710704699254
56552,0.04510921400448997
40503,0.6690511523741183
56347,0.5336454925596933
13486,0.551461321329053
29039,0.998456066278792
88932,0.09148425175620983
36390,0.9967725024129107
184,0.05884640485986927
80300,0.9761878135743333
6612,0.6062715327982763
93140,0.2883932351310342
21424,0.3650872267534342
99340,0.9986808122442823
72982,0.7003768295191379
4654,0.2383415299181415
72900,0.9969728850101925
19655,0.9166811208804156
20006,0.29915030896796113
95126,0.7575766867077808
18765,0.9979458361398764
51885,0.9961410983246497
16874,0.9380906282308336
36501,0.6115599434258354
87473,0.9989400299474283
59654,0.8200833940372856
81806,0.7277543081832649
97935,0.8618655959439723
31310,0.16702563396078826
81175,0.9800334116967532
18157,0.1299202000807575
89676,0.5056114739941129
3831,0.9996461873804356
61401,0.7266876219968608
54213,0.9111275403322835
1573,0.9964511816883116
33719,0.8826227335643855
11290,0.9993455104257314
39170,0.03203660840713823
32611,0.8069902873858482
40681,0.8853456096232876
31717,0.8633923985689997
54902,0.24623956317630538
46097,0.7858307669611343
34269,0.8819388209816469
81928,0.7294618966456644
87038,0.8213077600052243
53419,0.8167851057895252
6004,0.07720987243140838
41556,0.6138961722664416
463,0.7694958443621918
1480,0.7238899539233039
5033,0.7484619349638393
98555,0.9029262964339164
26716,0.6187133427208903
26831,0.9983249835351353
55191,0.9501920029213318
84944,0.9998441832283663
44692,0.9974212814522764
50852,0.8679505282115225
70727,0.747529435924264
41412,0.9285096240065638
92984,0.9688390140626552
79805,0.9039789080768947
84783,0.9986697661249431
454,0.6055268854387016
73966,0.9258838462610053
76582,0.3125686932335381
64597,0.354711928323615
82099,0.703380554533741
78696,0.48135470103637484
51501,0.8296216295891593
41516,0.13269940059552995
47575,0.7857894524921133
64642,0.6479799125546922
24060,0.6481015874767162
23855,0.9493989627902707
25608,0.9978809728551076
52290,0.5043618932289271
13769,0.8849691289687937
84208,0.9989182051506825
8053,0.9596305677246256
56670,0.5790573729824963
39685,0.8280061756570044
56160,0.647556219928495
47902,0.6535639472644418
17025,0.6554606309544866
66197,0.41307107920163855
1741,0.9894653926412831
36127,0.9995003675677804
95353,0.8010446902260305
39332,0.7830734582320684
36489,0.3429403821876533
51701,0.942274334041636
42423,0.906928462139028
18465,0.7365367977182757
35059,0.9993314492122785
34266,0.940808683465608
64587,0.9977412509602892
4722,0.2632184398292272
6715,0.3190788730339673
98633,0.0578888428818492
58659,0.835833573704884
70779,0.5206429085521491
68275,0.9991052116302102
33889,0.997871172912154
61691,0.40428326439486273
60368,0.21088026984390953
6724,0.5502909152982866
5353,0.2664563977283759
21822,0.5694282922824216
89920,0.9961345729408076
7177,0.7450040210357177
33730,0.9668577886653319
40889,0.8028832891661422
41917,0.9790384169119996
99763,0.6442741876430446
88720,0.459895743128731
67361,0.6404158090579626
38788,0.9983329989205117
17083,0.5711758164099652
93574,0.9949378009333997
97142,0.6747326676710111
53575,0.7162688620674078
61197,0.3982891255786175
92182,0.998525770621016
11879,0.7909980796186009
9084,0.3900348694628637
31555,0.9997586108568894
94955,0.858913356391848
40078,0.9979073146918154
68268,0.8028596075365444
47464,0.3556277232241723
47983,0.9988754638090687
70124,0.9859707371676739
68996,0.07235514417470477
44632,0.7011858681925235
54552,0.9985527138774702
30799,0.3285487412894603
90246,0.6457323825694343
91130,0.036488431206211557
85376,0.8334277539974698
76958,0.4183615859464931
42862,0.9971629878240937
59178,0.713558620519813
67442,0.45114208917443366
17010,0.685879432720473
90276,0.9991385570590837
75912,0.9821625699329307
35463,0.06681689302948306
10594,0.3499097260357075
19264,0.6867507414875326
62603,0.869753112224463
79346,0.29159221046313566
21026,0.8668343087937769
27822,0.7367680196486506
84614,0.7924127490927018
70704,0.12246356443470226
17797,0.6053914259814762
46858,0.9990243678502713
48856,0.3347091704602428
59453,0.8431455283456534
84175,0.2214448125390467
47879,0.6734101889315925
42710,0.19295181231613376
87302,0.5908560915283608
28316,0.6284583734859728
18209,0.4288447711908359
57025,0.038725928570470934
59062,0.4127316016949795
47343,0.7514132161272472
55658,0.7044034215431473
6596,0.9974819107260178
89398,0.9890351500002259
64260,0.965412871017804
89844,0.6559694840721385
8441,0.6838977006820773
69470,0.10112022219542449
1271,0.6901278428528292
28363,0.9967855766058509
11178,0.7159926105382509
68771,0.6568657593527306
37029,0.9990001627890891
32651,0.9862041633728842
34785,0.7495756352700922
73401,0.9982222031973469
76837,0.6697696096145666
63197,0.7573709072217975
36807,0.05278659534267994
95598,0.6761713992179016
33468,0.8305292130259464
32526,0.651755038033085
76343,0.5296282200667063
27279,0.5797360439927027
71600,0.3375187942060818
80147,0.8944524413483438
20927,0.7198573918977278
11945,0.584944053769474
1658,0.827747248081127
64990,0.7733998308434691
45336,0.9986382582902549
78483,0.41328099561296744
29604,0.6602745972334813
73639,0.4522655417659755
94015,0.5482136422957848
52673,0.6752279088898
6335,0.5089493207097877
74867,0.8539967074206581
21325,0.6391371216869524
69731,0.9985887956475432
10948,0.9095926971307992
1921,0.9595662402180604
38720,0.526289104157539
42211,0.7828201521089968
82976,0.9050652894648138
16018,0.21208554059661502
94250,0.9986627713039222
95703,0.5748244139643269
51089,0.9994901085439842
45417,0.19437177175397494
90373,0.6157608115555577
13267,0.9969498465979919
18354,0.9158365461466513
66635,0.9512153099506842
79972,0.057609590176706214
77720,0.8593482476861155
15249,0.911722275451841
14151,0.16240687426574898
82253,0.9980870382439682
55534,0.1964053537646395
44229,0.2264848457151762
40919,0.6332715605877638
82061,0.5232206322041918
65705,0.8549803540694008
85529,0.7683673104535957
80007,0.6032774615947211
90400,0.4543101916066036
5922,0.8242067425995581
67482,0.662657847784334
17034,0.3377335273628083
72542,0.9992514949183189
